tanggal,komoditas,harga
2018-05-28,beras medium/kg,10660
2018-05-30,beras medium/kg,10620
2018-05-31,beras medium/kg,10880
2018-05-02,beras premium/kg,12938
2018-05-03,beras premium/kg,12750
2018-05-04,beras premium/kg,12625
2018-05-07,beras premium/kg,13250
2018-05-08,beras premium/kg,13000
2018-05-09,beras premium/kg,13000
2018-05-11,beras premium/kg,13000
2018-05-14,beras premium/kg,12575
2018-05-15,beras premium/kg,12450
2018-05-16,beras premium/kg,12825
2018-05-17,beras premium/kg,12775
2018-05-18,beras premium/kg,11938
2018-05-21,beras premium/kg,12250
2018-05-22,beras premium/kg,11875
2018-05-23,beras premium/kg,12500
2018-05-24,beras premium/kg,12475
2018-05-25,beras premium/kg,12850
2018-05-28,beras premium/kg,12725
2018-05-30,beras premium/kg,12475
2018-05-31,beras premium/kg,12813
2018-05-02,gula pasir/kg,13010
2018-05-03,gula pasir/kg,12860
2018-05-04,gula pasir/kg,12860
2018-05-07,gula pasir/kg,13060
2018-05-08,gula pasir/kg,12960
2018-05-09,gula pasir/kg,12910
2018-05-11,gula pasir/kg,13260
2018-05-14,gula pasir/kg,12760
2018-05-15,gula pasir/kg,12760
2018-05-16,gula pasir/kg,13010
2018-05-17,gula pasir/kg,12710
2018-05-18,gula pasir/kg,12900
2018-05-21,gula pasir/kg,12660
2018-05-22,gula pasir/kg,12710
2018-05-23,gula pasir/kg,13160
2018-05-24,gula pasir/kg,12810
2018-05-25,gula pasir/kg,13060
2018-05-28,gula pasir/kg,13010
2018-05-30,gula pasir/kg,12860
2018-05-31,gula pasir/kg,12960
2018-05-02,minyak goreng bimoli botol/liter,13290
2018-05-03,minyak goreng bimoli botol/liter,13240
2018-05-04,minyak goreng bimoli botol/liter,13440
2018-05-07,minyak goreng bimoli botol/liter,13240
2018-05-08,minyak goreng bimoli botol/liter,13740
2018-05-09,minyak goreng bimoli botol/liter,13540
2018-05-11,minyak goreng bimoli botol/liter,13540
2018-05-14,minyak goreng bimoli botol/liter,13060
2018-05-15,minyak goreng bimoli botol/liter,13260
2018-05-16,minyak goreng bimoli botol/liter,13460
2018-05-17,minyak goreng bimoli botol/liter,13210
2018-05-18,minyak goreng bimoli botol/liter,13490
2018-05-21,minyak goreng bimoli botol/liter,13140
2018-05-22,minyak goreng bimoli botol/liter,13490
2018-05-23,minyak goreng bimoli botol/liter,13440
2018-05-24,minyak goreng bimoli botol/liter,13260
2018-05-25,minyak goreng bimoli botol/liter,13560
2018-05-28,minyak goreng bimoli botol/liter,13460
2018-05-30,minyak goreng bimoli botol/liter,13360
2018-05-31,minyak goreng bimoli botol/liter,13140
2018-05-02,minyak goreng curah/liter,12600
2018-05-03,minyak goreng curah/liter,12500
2018-05-04,minyak goreng curah/liter,12300
2018-05-07,minyak goreng curah/liter,12740
2018-05-08,minyak goreng curah/liter,12300
2018-05-09,minyak goreng curah/liter,12640
2018-05-11,minyak goreng curah/liter,12340
2018-05-14,minyak goreng curah/liter,12140
2018-05-15,minyak goreng curah/liter,12290
2018-05-16,minyak goreng curah/liter,12240
2018-05-17,minyak goreng curah/liter,12240
2018-05-18,minyak goreng curah/liter,12410
2018-05-21,minyak goreng curah/liter,12400
2018-05-22,minyak goreng curah/liter,12400
2018-05-23,minyak goreng curah/liter,12700
2018-05-24,minyak goreng curah/liter,12500
2018-05-25,minyak goreng curah/liter,12500
2018-05-28,minyak goreng curah/liter,12300
2018-05-30,minyak goreng curah/liter,12400
2018-05-31,minyak goreng curah/liter,12200
2018-05-02,daging sapi lokal paha belakang/kg,117660
2018-05-03,daging sapi lokal paha belakang/kg,119660
2018-05-04,daging sapi lokal paha belakang/kg,119660
2018-05-07,daging sapi lokal paha belakang/kg,119660
2018-05-08,daging sapi lokal paha belakang/kg,119160
2018-05-09,daging sapi lokal paha belakang/kg,119160
2018-05-11,daging sapi lokal paha belakang/kg,119660
2018-05-14,daging sapi lokal paha belakang/kg,119660
2018-05-15,daging sapi lokal paha belakang/kg,119660
2018-05-16,daging sapi lokal paha belakang/kg,119660
2018-05-17,daging sapi lokal paha belakang/kg,117660
2018-05-18,daging sapi lokal paha belakang/kg,120660
2018-05-21,daging sapi lokal paha belakang/kg,119660
2018-05-22,daging sapi lokal paha belakang/kg,119660
2018-05-23,daging sapi lokal paha belakang/kg,119660
2018-05-24,daging sapi lokal paha belakang/kg,119160
2018-05-25,daging sapi lokal paha belakang/kg,121660
2018-05-28,daging sapi lokal paha belakang/kg,119660
2018-05-30,daging sapi lokal paha belakang/kg,119660
2018-05-31,daging sapi lokal paha belakang/kg,119660
2018-05-02,daging sapi lokal daging has luar (sirloin)/kg,113333
2018-05-03,daging sapi lokal daging has luar (sirloin)/kg,120000
2018-05-04,daging sapi lokal daging has luar (sirloin)/kg,120000
2018-05-07,daging sapi lokal daging has luar (sirloin)/kg,121667
2018-05-08,daging sapi lokal daging has luar (sirloin)/kg,118333
2018-05-09,daging sapi lokal daging has luar (sirloin)/kg,119167
2018-05-11,daging sapi lokal daging has luar (sirloin)/kg,120000
2018-05-14,daging sapi lokal daging has luar (sirloin)/kg,120000
2018-05-15,daging sapi lokal daging has luar (sirloin)/kg,120000
2018-05-16,daging sapi lokal daging has luar (sirloin)/kg,120000
2018-05-17,daging sapi lokal daging has luar (sirloin)/kg,116667
2018-05-18,daging sapi lokal daging has luar (sirloin)/kg,121667
2018-05-21,daging sapi lokal daging has luar (sirloin)/kg,123333
2018-05-22,daging sapi lokal daging has luar (sirloin)/kg,120000
2018-05-23,daging sapi lokal daging has luar (sirloin)/kg,120000
2018-05-24,daging sapi lokal daging has luar (sirloin)/kg,119167
2018-05-25,daging sapi lokal daging has luar (sirloin)/kg,123333
2018-05-28,daging sapi lokal daging has luar (sirloin)/kg,120000
2018-05-30,daging sapi lokal daging has luar (sirloin)/kg,120000
2018-05-31,daging sapi lokal daging has luar (sirloin)/kg,120000
2018-05-02,daging sapi lokal daging sandung lamur (brisket)/kg,90000
2018-05-03,daging sapi lokal daging sandung lamur (brisket)/kg,80000
2018-05-04,daging sapi lokal daging sandung lamur (brisket)/kg,85000
2018-05-07,daging sapi lokal daging sandung lamur (brisket)/kg,102500
2018-05-08,daging sapi lokal daging sandung lamur (brisket)/kg,98333
2018-05-09,daging sapi lokal daging sandung lamur (brisket)/kg,81667
2018-05-11,daging sapi lokal daging sandung lamur (brisket)/kg,100000
2018-05-14,daging sapi lokal daging sandung lamur (brisket)/kg,81667
2018-05-15,daging sapi lokal daging sandung lamur (brisket)/kg,81667
2018-05-16,daging sapi lokal daging sandung lamur (brisket)/kg,100000
2018-05-17,daging sapi lokal daging sandung lamur (brisket)/kg,85000
2018-05-18,daging sapi lokal daging sandung lamur (brisket)/kg,85000
2018-05-21,daging sapi lokal daging sandung lamur (brisket)/kg,80000
2018-05-22,daging sapi lokal daging sandung lamur (brisket)/kg,80000
2018-05-23,daging sapi lokal daging sandung lamur (brisket)/kg,93333
2018-05-24,daging sapi lokal daging sandung lamur (brisket)/kg,93333
2018-05-25,daging sapi lokal daging sandung lamur (brisket)/kg,102500
2018-05-28,daging sapi lokal daging sandung lamur (brisket)/kg,98333
2018-05-30,daging sapi lokal daging sandung lamur (brisket)/kg,90000
2018-05-31,daging sapi lokal daging sandung lamur (brisket)/kg,83333
2018-05-02,daging sapi lokal daging tetelan/kg,73333
2018-05-03,daging sapi lokal daging tetelan/kg,68333
2018-05-04,daging sapi lokal daging tetelan/kg,68333
2018-05-07,daging sapi lokal daging tetelan/kg,66667
2018-05-08,daging sapi lokal daging tetelan/kg,66667
2018-05-09,daging sapi lokal daging tetelan/kg,63333
2018-05-11,daging sapi lokal daging tetelan/kg,63333
2018-05-14,daging sapi lokal daging tetelan/kg,68333
2018-05-15,daging sapi lokal daging tetelan/kg,75000
2018-05-16,daging sapi lokal daging tetelan/kg,70000
2018-05-17,daging sapi lokal daging tetelan/kg,73333
2018-05-18,daging sapi lokal daging tetelan/kg,60000
2018-05-21,daging sapi lokal daging tetelan/kg,70000
2018-05-22,daging sapi lokal daging tetelan/kg,66667
2018-05-23,daging sapi lokal daging tetelan/kg,76667
2018-05-24,daging sapi lokal daging tetelan/kg,73333
2018-05-25,daging sapi lokal daging tetelan/kg,70000
2018-05-28,daging sapi lokal daging tetelan/kg,72500
2018-05-30,daging sapi lokal daging tetelan/kg,63333
2018-05-31,daging sapi lokal daging tetelan/kg,68333
2018-05-02,daging sapi impor beku/kg,95000
2018-05-03,daging sapi impor beku/kg,90000
2018-05-04,daging sapi impor beku/kg,90000
2018-05-07,daging sapi impor beku/kg,85000
2018-05-08,daging sapi impor beku/kg,85000
2018-05-09,daging sapi impor beku/kg,85000
2018-05-11,daging sapi impor beku/kg,85000
2018-05-14,daging sapi impor beku/kg,83350
2018-05-15,daging sapi impor beku/kg,83350
2018-05-16,daging sapi impor beku/kg,83350
2018-05-17,daging sapi impor beku/kg,83350
2018-05-18,daging sapi impor beku/kg,73350
2018-05-21,daging sapi impor beku/kg,85000
2018-05-22,daging sapi impor beku/kg,85000
2018-05-23,daging sapi impor beku/kg,85000
2018-05-24,daging sapi impor beku/kg,84150
2018-05-25,daging sapi impor beku/kg,84150
2018-05-28,daging sapi impor beku/kg,84150
2018-05-30,daging sapi impor beku/kg,84150
2018-05-31,daging sapi impor beku/kg,85000
2018-05-02,daging sapi lokal has dalam/kg,141667
2018-05-03,daging sapi lokal has dalam/kg,145000
2018-05-04,daging sapi lokal has dalam/kg,145000
2018-05-07,daging sapi lokal has dalam/kg,151667
2018-05-08,daging sapi lokal has dalam/kg,146667
2018-05-09,daging sapi lokal has dalam/kg,148333
2018-05-11,daging sapi lokal has dalam/kg,150000
2018-05-14,daging sapi lokal has dalam/kg,150000
2018-05-15,daging sapi lokal has dalam/kg,146667
2018-05-16,daging sapi lokal has dalam/kg,145833
2018-05-17,daging sapi lokal has dalam/kg,145000
2018-05-18,daging sapi lokal has dalam/kg,146667
2018-05-21,daging sapi lokal has dalam/kg,153333
2018-05-22,daging sapi lokal has dalam/kg,145000
2018-05-23,daging sapi lokal has dalam/kg,150000
2018-05-24,daging sapi lokal has dalam/kg,111250
2018-05-25,daging sapi lokal has dalam/kg,151667
2018-05-28,daging sapi lokal has dalam/kg,148333
2018-05-30,daging sapi lokal has dalam/kg,150000
2018-05-31,daging sapi lokal has dalam/kg,148333
2018-05-02,ayam boiler/ekor,38260
2018-05-03,ayam boiler/ekor,38060
2018-05-04,ayam boiler/ekor,38260
2018-05-07,ayam boiler/ekor,37660
2018-05-08,ayam boiler/ekor,37860
2018-05-09,ayam boiler/ekor,38660
2018-05-11,ayam boiler/ekor,38060
2018-05-14,ayam boiler/ekor,37300
2018-05-15,ayam boiler/ekor,41100
2018-05-16,ayam boiler/ekor,39900
2018-05-17,ayam boiler/ekor,43000
2018-05-18,ayam boiler/ekor,40160
2018-05-21,ayam boiler/ekor,39940
2018-05-22,ayam boiler/ekor,40440
2018-05-23,ayam boiler/ekor,38240
2018-05-24,ayam boiler/ekor,38360
2018-05-25,ayam boiler/ekor,40160
2018-05-28,ayam boiler/ekor,39560
2018-05-30,ayam boiler/ekor,38660
2018-05-31,ayam boiler/ekor,35940
2018-05-02,ayam kampung/ekor,80825
2018-05-03,ayam kampung/ekor,81100
2018-05-04,ayam kampung/ekor,81100
2018-05-07,ayam kampung/ekor,87075
2018-05-08,ayam kampung/ekor,87767
2018-05-09,ayam kampung/ekor,85825
2018-05-11,ayam kampung/ekor,87767
2018-05-14,ayam kampung/ekor,85825
2018-05-15,ayam kampung/ekor,85825
2018-05-16,ayam kampung/ekor,88325
2018-05-17,ayam kampung/ekor,87767
2018-05-18,ayam kampung/ekor,89433
2018-05-21,ayam kampung/ekor,88325
2018-05-22,ayam kampung/ekor,87075
2018-05-23,ayam kampung/ekor,89433
2018-05-24,ayam kampung/ekor,84175
2018-05-25,ayam kampung/ekor,97925
2018-05-28,ayam kampung/ekor,105567
2018-05-30,ayam kampung/ekor,88900
2018-05-31,ayam kampung/ekor,83325
2018-05-02,telur ayam ras/kg,23500
2018-05-03,telur ayam ras/kg,23600
2018-05-04,telur ayam ras/kg,24100
2018-05-07,telur ayam ras/kg,24300
2018-05-08,telur ayam ras/kg,25300
2018-05-09,telur ayam ras/kg,25900
2018-05-11,telur ayam ras/kg,26100
2018-05-14,telur ayam ras/kg,26200
2018-05-15,telur ayam ras/kg,26100
2018-05-16,telur ayam ras/kg,25800
2018-05-17,telur ayam ras/kg,26100
2018-05-18,telur ayam ras/kg,26000
2018-05-21,telur ayam ras/kg,25860
2018-05-22,telur ayam ras/kg,25760
2018-05-23,telur ayam ras/kg,26160
2018-05-24,telur ayam ras/kg,25560
2018-05-25,telur ayam ras/kg,25760
2018-05-28,telur ayam ras/kg,25760
2018-05-30,telur ayam ras/kg,25360
2018-05-31,telur ayam ras/kg,24760
2018-05-02,telur ayam kampung/butir,2280
2018-05-03,telur ayam kampung/butir,2370
2018-05-04,telur ayam kampung/butir,2380
2018-05-07,telur ayam kampung/butir,2480
2018-05-08,telur ayam kampung/butir,2200
2018-05-09,telur ayam kampung/butir,2240
2018-05-11,telur ayam kampung/butir,2490
2018-05-14,telur ayam kampung/butir,2400
2018-05-15,telur ayam kampung/butir,2400
2018-05-16,telur ayam kampung/butir,2180
2018-05-17,telur ayam kampung/butir,2250
2018-05-18,telur ayam kampung/butir,3750
2018-05-21,telur ayam kampung/butir,2310
2018-05-22,telur ayam kampung/butir,2310
2018-05-23,telur ayam kampung/butir,2460
2018-05-24,telur ayam kampung/butir,2220
2018-05-25,telur ayam kampung/butir,2240
2018-05-28,telur ayam kampung/butir,2290
2018-05-30,telur ayam kampung/butir,2270
2018-05-31,telur ayam kampung/butir,2280
2018-05-02,susu kental manis kaleng merk bendera/buah,12000
2018-05-03,susu kental manis kaleng merk bendera/buah,11900
2018-05-04,susu kental manis kaleng merk bendera/buah,12100
2018-05-07,susu kental manis kaleng merk bendera/buah,12300
2018-05-08,susu kental manis kaleng merk bendera/buah,12100
2018-05-09,susu kental manis kaleng merk bendera/buah,12100
2018-05-11,susu kental manis kaleng merk bendera/buah,11650
2018-05-14,susu kental manis kaleng merk bendera/buah,11700
2018-05-15,susu kental manis kaleng merk bendera/buah,11500
2018-05-16,susu kental manis kaleng merk bendera/buah,12100
2018-05-17,susu kental manis kaleng merk bendera/buah,11500
2018-05-18,susu kental manis kaleng merk bendera/buah,11500
2018-05-21,susu kental manis kaleng merk bendera/buah,11460
2018-05-22,susu kental manis kaleng merk bendera/buah,11460
2018-05-23,susu kental manis kaleng merk bendera/buah,11460
2018-05-24,susu kental manis kaleng merk bendera/buah,12200
2018-05-25,susu kental manis kaleng merk bendera/buah,12100
2018-05-28,susu kental manis kaleng merk bendera/buah,12100
2018-05-30,susu kental manis kaleng merk bendera/buah,12400
2018-05-31,susu kental manis kaleng merk bendera/buah,11700
2018-05-02,susu kental manis kaleng merk indomilk/buah,10190
2018-05-03,susu kental manis kaleng merk indomilk/buah,10540
2018-05-04,susu kental manis kaleng merk indomilk/buah,9940
2018-05-07,susu kental manis kaleng merk indomilk/buah,9990
2018-05-08,susu kental manis kaleng merk indomilk/buah,9840
2018-05-09,susu kental manis kaleng merk indomilk/buah,9720
2018-05-11,susu kental manis kaleng merk indomilk/buah,9740
2018-05-14,susu kental manis kaleng merk indomilk/buah,9840
2018-05-15,susu kental manis kaleng merk indomilk/buah,9840
2018-05-16,susu kental manis kaleng merk indomilk/buah,9840
2018-05-17,susu kental manis kaleng merk indomilk/buah,10240
2018-05-18,susu kental manis kaleng merk indomilk/buah,10240
2018-05-21,susu kental manis kaleng merk indomilk/buah,10080
2018-05-22,susu kental manis kaleng merk indomilk/buah,10080
2018-05-23,susu kental manis kaleng merk indomilk/buah,10080
2018-05-24,susu kental manis kaleng merk indomilk/buah,10120
2018-05-25,susu kental manis kaleng merk indomilk/buah,9940
2018-05-28,susu kental manis kaleng merk indomilk/buah,9940
2018-05-30,susu kental manis kaleng merk indomilk/buah,10240
2018-05-31,susu kental manis kaleng merk indomilk/buah,10440
2018-05-02,susu bubuk kaleng merk bendera/buah,43933
2018-05-03,susu bubuk kaleng merk bendera/buah,43933
2018-05-04,susu bubuk kaleng merk bendera/buah,43933
2018-05-07,susu bubuk kaleng merk bendera/buah,43933
2018-05-08,susu bubuk kaleng merk bendera/buah,43933
2018-05-09,susu bubuk kaleng merk bendera/buah,44233
2018-05-11,susu bubuk kaleng merk bendera/buah,44233
2018-05-14,susu bubuk kaleng merk bendera/buah,44333
2018-05-15,susu bubuk kaleng merk bendera/buah,44333
2018-05-16,susu bubuk kaleng merk bendera/buah,44333
2018-05-17,susu bubuk kaleng merk bendera/buah,44333
2018-05-18,susu bubuk kaleng merk bendera/buah,43933
2018-05-21,susu bubuk kaleng merk bendera/buah,43567
2018-05-22,susu bubuk kaleng merk bendera/buah,43567
2018-05-23,susu bubuk kaleng merk bendera/buah,43567
2018-05-24,susu bubuk kaleng merk bendera/buah,43933
2018-05-25,susu bubuk kaleng merk bendera/buah,43933
2018-05-28,susu bubuk kaleng merk bendera/buah,43933
2018-05-30,susu bubuk kaleng merk bendera/buah,43933
2018-05-31,susu bubuk kaleng merk bendera/buah,43933
2018-05-02,susu bubuk kaleng merk indomilk/buah,42267
2018-05-03,susu bubuk kaleng merk indomilk/buah,42267
2018-05-04,susu bubuk kaleng merk indomilk/buah,42267
2018-05-07,susu bubuk kaleng merk indomilk/buah,42267
2018-05-08,susu bubuk kaleng merk indomilk/buah,42267
2018-05-09,susu bubuk kaleng merk indomilk/buah,47600
2018-05-11,susu bubuk kaleng merk indomilk/buah,47600
2018-05-14,susu bubuk kaleng merk indomilk/buah,42400
2018-05-15,susu bubuk kaleng merk indomilk/buah,42400
2018-05-16,susu bubuk kaleng merk indomilk/buah,42400
2018-05-17,susu bubuk kaleng merk indomilk/buah,42400
2018-05-18,susu bubuk kaleng merk indomilk/buah,42167
2018-05-21,susu bubuk kaleng merk indomilk/buah,42000
2018-05-22,susu bubuk kaleng merk indomilk/buah,42000
2018-05-23,susu bubuk kaleng merk indomilk/buah,42000
2018-05-24,susu bubuk kaleng merk indomilk/buah,42100
2018-05-25,susu bubuk kaleng merk indomilk/buah,42100
2018-05-28,susu bubuk kaleng merk indomilk/buah,42100
2018-05-30,susu bubuk kaleng merk indomilk/buah,42100
2018-05-31,susu bubuk kaleng merk indomilk/buah,42267
2018-05-02,jagung pipilan kecil/kg,15100
2018-05-03,jagung pipilan kecil/kg,15100
2018-05-04,jagung pipilan kecil/kg,15100
2018-05-07,jagung pipilan kecil/kg,15100
2018-05-08,jagung pipilan kecil/kg,15100
2018-05-09,jagung pipilan kecil/kg,15100
2018-05-11,jagung pipilan kecil/kg,15100
2018-05-14,jagung pipilan kecil/kg,15100
2018-05-15,jagung pipilan kecil/kg,15100
2018-05-16,jagung pipilan kecil/kg,15100
2018-05-17,jagung pipilan kecil/kg,15100
2018-05-18,jagung pipilan kecil/kg,14900
2018-05-21,jagung pipilan kecil/kg,14567
2018-05-22,jagung pipilan kecil/kg,14567
2018-05-23,jagung pipilan kecil/kg,14567
2018-05-24,jagung pipilan kecil/kg,14900
2018-05-25,jagung pipilan kecil/kg,14900
2018-05-28,jagung pipilan kecil/kg,14900
2018-05-30,jagung pipilan kecil/kg,14900
2018-05-31,jagung pipilan kecil/kg,15100
2018-05-02,garam beryodium bata/250 gr,3820
2018-05-03,garam beryodium bata/250 gr,3900
2018-05-04,garam beryodium bata/250 gr,3700
2018-05-07,garam beryodium bata/250 gr,3920
2018-05-08,garam beryodium bata/250 gr,3920
2018-05-09,garam beryodium bata/250 gr,3800
2018-05-11,garam beryodium bata/250 gr,3700
2018-05-14,garam beryodium bata/250 gr,3640
2018-05-15,garam beryodium bata/250 gr,3890
2018-05-16,garam beryodium bata/250 gr,3660
2018-05-17,garam beryodium bata/250 gr,4160
2018-05-18,garam beryodium bata/250 gr,3920
2018-05-21,garam beryodium bata/250 gr,3960
2018-05-22,garam beryodium bata/250 gr,3860
2018-05-23,garam beryodium bata/250 gr,3760
2018-05-24,garam beryodium bata/250 gr,3940
2018-05-25,garam beryodium bata/250 gr,4080
2018-05-28,garam beryodium bata/250 gr,3680
2018-05-30,garam beryodium bata/250 gr,4220
2018-05-31,garam beryodium bata/250 gr,3860
2018-05-02,garam beryodium halus/kg,10860
2018-05-03,garam beryodium halus/kg,10160
2018-05-04,garam beryodium halus/kg,10860
2018-05-07,garam beryodium halus/kg,10860
2018-05-08,garam beryodium halus/kg,12260
2018-05-09,garam beryodium halus/kg,12860
2018-05-11,garam beryodium halus/kg,11360
2018-05-14,garam beryodium halus/kg,11560
2018-05-15,garam beryodium halus/kg,12360
2018-05-16,garam beryodium halus/kg,10760
2018-05-17,garam beryodium halus/kg,10860
2018-05-18,garam beryodium halus/kg,12740
2018-05-21,garam beryodium halus/kg,11060
2018-05-22,garam beryodium halus/kg,10960
2018-05-23,garam beryodium halus/kg,10860
2018-05-24,garam beryodium halus/kg,11940
2018-05-25,garam beryodium halus/kg,10140
2018-05-28,garam beryodium halus/kg,10840
2018-05-30,garam beryodium halus/kg,10340
2018-05-31,garam beryodium halus/kg,11360
2018-05-02,tepung terigu segitiga biru/kg,9900
