tanggal,komoditas,harga
2018-10-05,cabai merah keriting/kg,34500
2018-10-08,cabai merah keriting/kg,34400
2018-10-09,cabai merah keriting/kg,35500
2018-10-10,cabai merah keriting/kg,34500
2018-10-11,cabai merah keriting/kg,35500
2018-10-12,cabai merah keriting/kg,35500
2018-10-15,cabai merah keriting/kg,35300
2018-10-16,cabai merah keriting/kg,34700
2018-10-17,cabai merah keriting/kg,39800
2018-10-18,cabai merah keriting/kg,39000
2018-10-19,cabai merah keriting/kg,39000
2018-10-22,cabai merah keriting/kg,39700
2018-10-23,cabai merah keriting/kg,38500
2018-10-24,cabai merah keriting/kg,40000
2018-10-25,cabai merah keriting/kg,40800
2018-10-26,cabai merah keriting/kg,40000
2018-10-29,cabai merah keriting/kg,40000
2018-10-30,cabai merah keriting/kg,42400
2018-10-31,cabai merah keriting/kg,42900
2018-10-01,cabai merah besar/kg,36460
2018-10-02,cabai merah besar/kg,38660
2018-10-03,cabai merah besar/kg,36760
2018-10-04,cabai merah besar/kg,36660
2018-10-05,cabai merah besar/kg,35160
2018-10-08,cabai merah besar/kg,37660
2018-10-09,cabai merah besar/kg,37660
2018-10-10,cabai merah besar/kg,40660
2018-10-11,cabai merah besar/kg,38160
2018-10-12,cabai merah besar/kg,40160
2018-10-15,cabai merah besar/kg,39660
2018-10-16,cabai merah besar/kg,37160
2018-10-17,cabai merah besar/kg,42460
2018-10-18,cabai merah besar/kg,42160
2018-10-19,cabai merah besar/kg,40160
2018-10-22,cabai merah besar/kg,39660
2018-10-23,cabai merah besar/kg,40160
2018-10-24,cabai merah besar/kg,40160
2018-10-25,cabai merah besar/kg,43160
2018-10-26,cabai merah besar/kg,42160
2018-10-29,cabai merah besar/kg,40160
2018-10-30,cabai merah besar/kg,41800
2018-10-31,cabai merah besar/kg,43000
2018-10-01,cabai rawit merah/kg,36840
2018-10-02,cabai rawit merah/kg,38340
2018-10-03,cabai rawit merah/kg,36540
2018-10-04,cabai rawit merah/kg,38340
2018-10-05,cabai rawit merah/kg,35340
2018-10-08,cabai rawit merah/kg,35540
2018-10-09,cabai rawit merah/kg,37240
2018-10-10,cabai rawit merah/kg,38740
2018-10-11,cabai rawit merah/kg,38240
2018-10-12,cabai rawit merah/kg,36740
2018-10-15,cabai rawit merah/kg,36240
2018-10-16,cabai rawit merah/kg,36340
2018-10-17,cabai rawit merah/kg,39740
2018-10-18,cabai rawit merah/kg,37740
2018-10-19,cabai rawit merah/kg,38340
2018-10-22,cabai rawit merah/kg,40340
2018-10-23,cabai rawit merah/kg,39340
2018-10-24,cabai rawit merah/kg,39840
2018-10-25,cabai rawit merah/kg,40340
2018-10-26,cabai rawit merah/kg,39840
2018-10-29,cabai rawit merah/kg,38340
2018-10-30,cabai rawit merah/kg,37640
2018-10-31,cabai rawit merah/kg,39140
2018-10-01,cabai rawit hijau/kg,33500
2018-10-02,cabai rawit hijau/kg,36000
2018-10-03,cabai rawit hijau/kg,33800
2018-10-04,cabai rawit hijau/kg,34000
2018-10-05,cabai rawit hijau/kg,32000
2018-10-08,cabai rawit hijau/kg,34200
2018-10-09,cabai rawit hijau/kg,33100
2018-10-10,cabai rawit hijau/kg,35900
2018-10-11,cabai rawit hijau/kg,38000
2018-10-12,cabai rawit hijau/kg,36500
2018-10-15,cabai rawit hijau/kg,37000
2018-10-16,cabai rawit hijau/kg,36100
2018-10-17,cabai rawit hijau/kg,39200
2018-10-18,cabai rawit hijau/kg,38200
2018-10-19,cabai rawit hijau/kg,37200
2018-10-22,cabai rawit hijau/kg,37800
2018-10-23,cabai rawit hijau/kg,37700
2018-10-24,cabai rawit hijau/kg,35500
2018-10-25,cabai rawit hijau/kg,36200
2018-10-26,cabai rawit hijau/kg,35400
2018-10-29,cabai rawit hijau/kg,35700
2018-10-30,cabai rawit hijau/kg,36960
2018-10-31,cabai rawit hijau/kg,38260
2018-10-01,bawang merah (medium)/kg,24560
2018-10-02,bawang merah (medium)/kg,28060
2018-10-03,bawang merah (medium)/kg,26960
2018-10-04,bawang merah (medium)/kg,26260
2018-10-05,bawang merah (medium)/kg,25060
2018-10-08,bawang merah (medium)/kg,26560
2018-10-09,bawang merah (medium)/kg,25060
2018-10-10,bawang merah (medium)/kg,28260
2018-10-11,bawang merah (medium)/kg,27360
2018-10-12,bawang merah (medium)/kg,27260
2018-10-15,bawang merah (medium)/kg,26160
2018-10-16,bawang merah (medium)/kg,26960
2018-10-17,bawang merah (medium)/kg,26960
2018-10-18,bawang merah (medium)/kg,26460
2018-10-19,bawang merah (medium)/kg,26460
2018-10-22,bawang merah (medium)/kg,26860
2018-10-23,bawang merah (medium)/kg,27160
2018-10-24,bawang merah (medium)/kg,27360
2018-10-25,bawang merah (medium)/kg,26660
2018-10-26,bawang merah (medium)/kg,27160
2018-10-29,bawang merah (medium)/kg,24860
2018-10-30,bawang merah (medium)/kg,25560
2018-10-31,bawang merah (medium)/kg,26260
2018-10-01,bawang putih impor (kating)/kg,28240
2018-10-02,bawang putih impor (kating)/kg,32440
2018-10-03,bawang putih impor (kating)/kg,27740
2018-10-04,bawang putih impor (kating)/kg,27840
2018-10-05,bawang putih impor (kating)/kg,28740
2018-10-08,bawang putih impor (kating)/kg,28740
2018-10-09,bawang putih impor (kating)/kg,29440
2018-10-10,bawang putih impor (kating)/kg,31440
2018-10-11,bawang putih impor (kating)/kg,31140
2018-10-12,bawang putih impor (kating)/kg,31940
2018-10-15,bawang putih impor (kating)/kg,30940
2018-10-16,bawang putih impor (kating)/kg,30040
2018-10-17,bawang putih impor (kating)/kg,31340
2018-10-18,bawang putih impor (kating)/kg,30940
2018-10-19,bawang putih impor (kating)/kg,30940
2018-10-22,bawang putih impor (kating)/kg,30740
2018-10-23,bawang putih impor (kating)/kg,31940
2018-10-24,bawang putih impor (kating)/kg,32940
2018-10-25,bawang putih impor (kating)/kg,31040
2018-10-26,bawang putih impor (kating)/kg,30540
2018-10-29,bawang putih impor (kating)/kg,29540
2018-10-30,bawang putih impor (kating)/kg,29200
2018-10-31,bawang putih impor (kating)/kg,30200
2018-10-01,bawang putih impor (honan)/kg,27000
2018-10-02,bawang putih impor (honan)/kg,27500
2018-10-03,bawang putih impor (honan)/kg,25000
2018-10-04,bawang putih impor (honan)/kg,25000
2018-10-05,bawang putih impor (honan)/kg,26000
2018-10-08,bawang putih impor (honan)/kg,23500
2018-10-09,bawang putih impor (honan)/kg,23500
2018-10-10,bawang putih impor (honan)/kg,23500
2018-10-11,bawang putih impor (honan)/kg,22500
2018-10-12,bawang putih impor (honan)/kg,23500
2018-10-15,bawang putih impor (honan)/kg,25000
2018-10-16,bawang putih impor (honan)/kg,22500
2018-10-17,bawang putih impor (honan)/kg,26500
2018-10-18,bawang putih impor (honan)/kg,26500
2018-10-19,bawang putih impor (honan)/kg,26500
2018-10-22,bawang putih impor (honan)/kg,26500
2018-10-23,bawang putih impor (honan)/kg,26500
2018-10-24,bawang putih impor (honan)/kg,26500
2018-10-25,bawang putih impor (honan)/kg,24000
2018-10-26,bawang putih impor (honan)/kg,24000
2018-10-29,bawang putih impor (honan)/kg,26500
2018-10-30,bawang putih impor (honan)/kg,26500
2018-10-31,bawang putih impor (honan)/kg,26500
2018-10-01,ikan teri asin/kg,111000
2018-10-02,ikan teri asin/kg,109000
2018-10-03,ikan teri asin/kg,107000
2018-10-04,ikan teri asin/kg,109000
2018-10-05,ikan teri asin/kg,105000
2018-10-08,ikan teri asin/kg,111000
2018-10-09,ikan teri asin/kg,107000
2018-10-10,ikan teri asin/kg,111000
2018-10-11,ikan teri asin/kg,109500
2018-10-12,ikan teri asin/kg,112000
2018-10-15,ikan teri asin/kg,111000
2018-10-16,ikan teri asin/kg,110000
2018-10-17,ikan teri asin/kg,111000
2018-10-18,ikan teri asin/kg,110000
2018-10-19,ikan teri asin/kg,110000
2018-10-22,ikan teri asin/kg,111000
2018-10-23,ikan teri asin/kg,111000
2018-10-24,ikan teri asin/kg,111000
2018-10-25,ikan teri asin/kg,112000
2018-10-26,ikan teri asin/kg,111500
2018-10-29,ikan teri asin/kg,110500
2018-10-30,ikan teri asin/kg,109340
2018-10-31,ikan teri asin/kg,108340
2018-10-01,ikan kembung/kg,35400
2018-10-02,ikan kembung/kg,34900
2018-10-03,ikan kembung/kg,35400
2018-10-04,ikan kembung/kg,36400
2018-10-05,ikan kembung/kg,36900
2018-10-08,ikan kembung/kg,35400
2018-10-09,ikan kembung/kg,36400
2018-10-10,ikan kembung/kg,35400
2018-10-11,ikan kembung/kg,35400
2018-10-12,ikan kembung/kg,35400
2018-10-15,ikan kembung/kg,35400
2018-10-16,ikan kembung/kg,35900
2018-10-17,ikan kembung/kg,36400
2018-10-18,ikan kembung/kg,36400
2018-10-19,ikan kembung/kg,35400
2018-10-22,ikan kembung/kg,35400
2018-10-23,ikan kembung/kg,35400
2018-10-24,ikan kembung/kg,35400
2018-10-25,ikan kembung/kg,37400
2018-10-26,ikan kembung/kg,36400
2018-10-29,ikan kembung/kg,35400
2018-10-30,ikan kembung/kg,37200
2018-10-31,ikan kembung/kg,35200
2018-10-01,kacang hijau/kg,21100
2018-10-02,kacang hijau/kg,22100
2018-10-03,kacang hijau/kg,21600
2018-10-04,kacang hijau/kg,21300
2018-10-05,kacang hijau/kg,21900
2018-10-08,kacang hijau/kg,21300
2018-10-09,kacang hijau/kg,23000
2018-10-10,kacang hijau/kg,22500
2018-10-11,kacang hijau/kg,22500
2018-10-12,kacang hijau/kg,21900
2018-10-15,kacang hijau/kg,21800
2018-10-16,kacang hijau/kg,22000
2018-10-17,kacang hijau/kg,22200
2018-10-18,kacang hijau/kg,21800
2018-10-19,kacang hijau/kg,21800
2018-10-22,kacang hijau/kg,22300
2018-10-23,kacang hijau/kg,21800
2018-10-24,kacang hijau/kg,22100
2018-10-25,kacang hijau/kg,22000
2018-10-26,kacang hijau/kg,22800
2018-10-29,kacang hijau/kg,22200
2018-10-30,kacang hijau/kg,21460
2018-10-31,kacang hijau/kg,21460
2018-10-01,kacang tanah/kg,24840
2018-10-02,kacang tanah/kg,25340
2018-10-03,kacang tanah/kg,24540
2018-10-04,kacang tanah/kg,23940
2018-10-05,kacang tanah/kg,25040
2018-10-08,kacang tanah/kg,24440
2018-10-09,kacang tanah/kg,25740
2018-10-10,kacang tanah/kg,26740
2018-10-11,kacang tanah/kg,26640
2018-10-12,kacang tanah/kg,26440
2018-10-15,kacang tanah/kg,26840
2018-10-16,kacang tanah/kg,27240
2018-10-17,kacang tanah/kg,26740
2018-10-18,kacang tanah/kg,26740
2018-10-19,kacang tanah/kg,26940
2018-10-22,kacang tanah/kg,26840
2018-10-23,kacang tanah/kg,26740
2018-10-24,kacang tanah/kg,26740
2018-10-25,kacang tanah/kg,25740
2018-10-26,kacang tanah/kg,25440
2018-10-29,kacang tanah/kg,25540
2018-10-30,kacang tanah/kg,25160
2018-10-31,kacang tanah/kg,25560
2018-10-01,ketela pohon/kg,5060
2018-10-02,ketela pohon/kg,5060
2018-10-03,ketela pohon/kg,5060
2018-10-04,ketela pohon/kg,5060
2018-10-05,ketela pohon/kg,5260
2018-10-08,ketela pohon/kg,5060
2018-10-09,ketela pohon/kg,5260
2018-10-10,ketela pohon/kg,5060
2018-10-11,ketela pohon/kg,5060
2018-10-12,ketela pohon/kg,5060
2018-10-15,ketela pohon/kg,5060
2018-10-16,ketela pohon/kg,5060
2018-10-17,ketela pohon/kg,5260
2018-10-18,ketela pohon/kg,5260
2018-10-19,ketela pohon/kg,5260
2018-10-22,ketela pohon/kg,5260
2018-10-23,ketela pohon/kg,5260
2018-10-24,ketela pohon/kg,5260
2018-10-25,ketela pohon/kg,5260
2018-10-26,ketela pohon/kg,5260
2018-10-29,ketela pohon/kg,5260
2018-10-30,ketela pohon/kg,5200
2018-10-31,ketela pohon/kg,5200
2018-11-01,beras medium/kg,10860
2018-11-02,beras medium/kg,10860
2018-11-05,beras medium/kg,10760
2018-11-06,beras medium/kg,10710
2018-11-07,beras medium/kg,10760
2018-11-08,beras medium/kg,10560
2018-11-09,beras medium/kg,10760
2018-11-12,beras medium/kg,10860
2018-11-13,beras medium/kg,10540
2018-11-14,beras medium/kg,10490
2018-11-15,beras medium/kg,10690
2018-11-16,beras medium/kg,10640
2018-11-19,beras medium/kg,10640
2018-11-21,beras medium/kg,10640
2018-11-22,beras medium/kg,10590
2018-11-23,beras medium/kg,10540
2018-11-26,beras medium/kg,10590
2018-11-27,beras medium/kg,10540
2018-11-28,beras medium/kg,10690
2018-11-29,beras medium/kg,10640
2018-11-30,beras medium/kg,10590
2018-11-01,beras premium/kg,12875
2018-11-02,beras premium/kg,12875
2018-11-05,beras premium/kg,13000
2018-11-06,beras premium/kg,12875
2018-11-07,beras premium/kg,13063
2018-11-08,beras premium/kg,12750
2018-11-09,beras premium/kg,13000
2018-11-12,beras premium/kg,13000
2018-11-13,beras premium/kg,12700
2018-11-14,beras premium/kg,12575
2018-11-15,beras premium/kg,12825
2018-11-16,beras premium/kg,12825
2018-11-19,beras premium/kg,12825
2018-11-21,beras premium/kg,12825
2018-11-22,beras premium/kg,12763
2018-11-23,beras premium/kg,12388
2018-11-26,beras premium/kg,12513
2018-11-27,beras premium/kg,12575
2018-11-28,beras premium/kg,12950
2018-11-29,beras premium/kg,12825
2018-11-30,beras premium/kg,12638
2018-11-01,gula pasir/kg,12360
2018-11-02,gula pasir/kg,12360
2018-11-05,gula pasir/kg,12260
2018-11-06,gula pasir/kg,12360
2018-11-07,gula pasir/kg,12460
2018-11-08,gula pasir/kg,12460
2018-11-09,gula pasir/kg,12960
2018-11-12,gula pasir/kg,13060
2018-11-13,gula pasir/kg,12440
2018-11-14,gula pasir/kg,12890
2018-11-15,gula pasir/kg,12810
2018-11-16,gula pasir/kg,12560
2018-11-19,gula pasir/kg,12660
2018-11-21,gula pasir/kg,12610
2018-11-22,gula pasir/kg,12500
2018-11-23,gula pasir/kg,12650
2018-11-26,gula pasir/kg,12650
2018-11-27,gula pasir/kg,12600
2018-11-28,gula pasir/kg,12800
2018-11-29,gula pasir/kg,12550
2018-11-30,gula pasir/kg,12650
2018-11-01,minyak goreng bimoli botol/liter,13200
2018-11-02,minyak goreng bimoli botol/liter,13200
2018-11-05,minyak goreng bimoli botol/liter,13300
2018-11-06,minyak goreng bimoli botol/liter,13200
2018-11-07,minyak goreng bimoli botol/liter,13400
2018-11-08,minyak goreng bimoli botol/liter,13200
2018-11-09,minyak goreng bimoli botol/liter,13500
2018-11-12,minyak goreng bimoli botol/liter,13100
2018-11-13,minyak goreng bimoli botol/liter,13310
2018-11-14,minyak goreng bimoli botol/liter,13460
2018-11-15,minyak goreng bimoli botol/liter,13740
2018-11-16,minyak goreng bimoli botol/liter,13540
2018-11-19,minyak goreng bimoli botol/liter,13640
2018-11-21,minyak goreng bimoli botol/liter,13740
2018-11-22,minyak goreng bimoli botol/liter,13640
2018-11-23,minyak goreng bimoli botol/liter,13340
2018-11-26,minyak goreng bimoli botol/liter,13440
2018-11-27,minyak goreng bimoli botol/liter,13340
2018-11-28,minyak goreng bimoli botol/liter,13540
2018-11-29,minyak goreng bimoli botol/liter,13640
2018-11-30,minyak goreng bimoli botol/liter,13240
2018-11-01,minyak goreng curah/liter,12000
2018-11-02,minyak goreng curah/liter,12000
2018-11-05,minyak goreng curah/liter,11800
2018-11-06,minyak goreng curah/liter,11800
2018-11-07,minyak goreng curah/liter,12000
2018-11-08,minyak goreng curah/liter,11700
2018-11-09,minyak goreng curah/liter,12000
2018-11-12,minyak goreng curah/liter,11700
2018-11-13,minyak goreng curah/liter,11950
2018-11-14,minyak goreng curah/liter,11800
2018-11-15,minyak goreng curah/liter,11960
2018-11-16,minyak goreng curah/liter,11560
2018-11-19,minyak goreng curah/liter,11960
2018-11-21,minyak goreng curah/liter,12060
2018-11-22,minyak goreng curah/liter,12110
2018-11-23,minyak goreng curah/liter,11760
2018-11-26,minyak goreng curah/liter,12010
2018-11-27,minyak goreng curah/liter,11860
2018-11-28,minyak goreng curah/liter,12010
2018-11-29,minyak goreng curah/liter,12060
2018-11-30,minyak goreng curah/liter,11760
2018-11-01,daging sapi lokal paha belakang/kg,118660
2018-11-02,daging sapi lokal paha belakang/kg,118660
2018-11-05,daging sapi lokal paha belakang/kg,118660
2018-11-06,daging sapi lokal paha belakang/kg,118160
2018-11-07,daging sapi lokal paha belakang/kg,119660
2018-11-08,daging sapi lokal paha belakang/kg,117660
2018-11-09,daging sapi lokal paha belakang/kg,118660
2018-11-12,daging sapi lokal paha belakang/kg,118660
2018-11-13,daging sapi lokal paha belakang/kg,120000
2018-11-14,daging sapi lokal paha belakang/kg,120000
2018-11-15,daging sapi lokal paha belakang/kg,117160
2018-11-16,daging sapi lokal paha belakang/kg,118660
2018-11-19,daging sapi lokal paha belakang/kg,118160
2018-11-21,daging sapi lokal paha belakang/kg,118660
2018-11-22,daging sapi lokal paha belakang/kg,118500
2018-11-23,daging sapi lokal paha belakang/kg,119000
2018-11-26,daging sapi lokal paha belakang/kg,119000
2018-11-27,daging sapi lokal paha belakang/kg,119000
2018-11-28,daging sapi lokal paha belakang/kg,121000
2018-11-29,daging sapi lokal paha belakang/kg,119000
2018-11-30,daging sapi lokal paha belakang/kg,119000
2018-11-01,daging sapi lokal daging has luar (sirloin)/kg,126667
2018-11-02,daging sapi lokal daging has luar (sirloin)/kg,126667
2018-11-05,daging sapi lokal daging has luar (sirloin)/kg,126667
2018-11-06,daging sapi lokal daging has luar (sirloin)/kg,126667
2018-11-07,daging sapi lokal daging has luar (sirloin)/kg,131667
2018-11-08,daging sapi lokal daging has luar (sirloin)/kg,126667
2018-11-09,daging sapi lokal daging has luar (sirloin)/kg,126667
2018-11-12,daging sapi lokal daging has luar (sirloin)/kg,126667
2018-11-13,daging sapi lokal daging has luar (sirloin)/kg,126667
2018-11-14,daging sapi lokal daging has luar (sirloin)/kg,130000
2018-11-15,daging sapi lokal daging has luar (sirloin)/kg,126667
2018-11-16,daging sapi lokal daging has luar (sirloin)/kg,126667
2018-11-19,daging sapi lokal daging has luar (sirloin)/kg,126667
2018-11-21,daging sapi lokal daging has luar (sirloin)/kg,126667
2018-11-22,daging sapi lokal daging has luar (sirloin)/kg,126667
2018-11-23,daging sapi lokal daging has luar (sirloin)/kg,126667
2018-11-26,daging sapi lokal daging has luar (sirloin)/kg,126667
2018-11-27,daging sapi lokal daging has luar (sirloin)/kg,126667
2018-11-28,daging sapi lokal daging has luar (sirloin)/kg,133333
2018-11-29,daging sapi lokal daging has luar (sirloin)/kg,126667
2018-11-30,daging sapi lokal daging has luar (sirloin)/kg,126667
2018-11-01,daging sapi lokal daging sandung lamur (brisket)/kg,100000
2018-11-02,daging sapi lokal daging sandung lamur (brisket)/kg,100000
2018-11-05,daging sapi lokal daging sandung lamur (brisket)/kg,93333
2018-11-06,daging sapi lokal daging sandung lamur (brisket)/kg,93333
2018-11-07,daging sapi lokal daging sandung lamur (brisket)/kg,100000
2018-11-08,daging sapi lokal daging sandung lamur (brisket)/kg,93333
2018-11-09,daging sapi lokal daging sandung lamur (brisket)/kg,106667
2018-11-12,daging sapi lokal daging sandung lamur (brisket)/kg,93333
2018-11-13,daging sapi lokal daging sandung lamur (brisket)/kg,93333
2018-11-14,daging sapi lokal daging sandung lamur (brisket)/kg,106667
2018-11-15,daging sapi lokal daging sandung lamur (brisket)/kg,101667
2018-11-16,daging sapi lokal daging sandung lamur (brisket)/kg,93333
2018-11-19,daging sapi lokal daging sandung lamur (brisket)/kg,93333
2018-11-21,daging sapi lokal daging sandung lamur (brisket)/kg,100000
2018-11-22,daging sapi lokal daging sandung lamur (brisket)/kg,100000
2018-11-23,daging sapi lokal daging sandung lamur (brisket)/kg,93333
2018-11-26,daging sapi lokal daging sandung lamur (brisket)/kg,93333
2018-11-27,daging sapi lokal daging sandung lamur (brisket)/kg,90000
2018-11-28,daging sapi lokal daging sandung lamur (brisket)/kg,100000
2018-11-29,daging sapi lokal daging sandung lamur (brisket)/kg,100000
2018-11-30,daging sapi lokal daging sandung lamur (brisket)/kg,93333
2018-11-01,daging sapi lokal daging tetelan/kg,61667
2018-11-02,daging sapi lokal daging tetelan/kg,60000
2018-11-05,daging sapi lokal daging tetelan/kg,66667
2018-11-06,daging sapi lokal daging tetelan/kg,63333
2018-11-07,daging sapi lokal daging tetelan/kg,76667
2018-11-08,daging sapi lokal daging tetelan/kg,63333
2018-11-09,daging sapi lokal daging tetelan/kg,65000
2018-11-12,daging sapi lokal daging tetelan/kg,63333
2018-11-13,daging sapi lokal daging tetelan/kg,65000
2018-11-14,daging sapi lokal daging tetelan/kg,73333
2018-11-15,daging sapi lokal daging tetelan/kg,68333
2018-11-16,daging sapi lokal daging tetelan/kg,64167
2018-11-19,daging sapi lokal daging tetelan/kg,61667
2018-11-21,daging sapi lokal daging tetelan/kg,67500
2018-11-22,daging sapi lokal daging tetelan/kg,68333
2018-11-23,daging sapi lokal daging tetelan/kg,62500
2018-11-26,daging sapi lokal daging tetelan/kg,63333
2018-11-27,daging sapi lokal daging tetelan/kg,60000
2018-11-28,daging sapi lokal daging tetelan/kg,62500
2018-11-29,daging sapi lokal daging tetelan/kg,71667
2018-11-30,daging sapi lokal daging tetelan/kg,63333
2018-11-01,daging sapi impor beku/kg,88350
2018-11-02,daging sapi impor beku/kg,88350
2018-11-05,daging sapi impor beku/kg,88350
2018-11-06,daging sapi impor beku/kg,88350
2018-11-07,daging sapi impor beku/kg,88350
2018-11-08,daging sapi impor beku/kg,88350
2018-11-09,daging sapi impor beku/kg,88350
2018-11-12,daging sapi impor beku/kg,88350
2018-11-13,daging sapi impor beku/kg,89150
2018-11-14,daging sapi impor beku/kg,89150
2018-11-15,daging sapi impor beku/kg,89150
2018-11-16,daging sapi impor beku/kg,89150
2018-11-19,daging sapi impor beku/kg,89150
2018-11-21,daging sapi impor beku/kg,89150
2018-11-22,daging sapi impor beku/kg,90000
2018-11-23,daging sapi impor beku/kg,90000
2018-11-26,daging sapi impor beku/kg,90000
2018-11-27,daging sapi impor beku/kg,90000
2018-11-28,daging sapi impor beku/kg,90000
2018-11-29,daging sapi impor beku/kg,90000
2018-11-30,daging sapi impor beku/kg,90000
2018-11-01,daging sapi lokal has dalam/kg,143333
2018-11-02,daging sapi lokal has dalam/kg,143333
2018-11-05,daging sapi lokal has dalam/kg,143333
2018-11-06,daging sapi lokal has dalam/kg,143333
2018-11-07,daging sapi lokal has dalam/kg,148333
2018-11-08,daging sapi lokal has dalam/kg,143333
2018-11-09,daging sapi lokal has dalam/kg,146667
2018-11-12,daging sapi lokal has dalam/kg,146667
2018-11-13,daging sapi lokal has dalam/kg,143333
2018-11-14,daging sapi lokal has dalam/kg,143333
2018-11-15,daging sapi lokal has dalam/kg,145000
2018-11-16,daging sapi lokal has dalam/kg,143333
2018-11-19,daging sapi lokal has dalam/kg,145000
2018-11-21,daging sapi lokal has dalam/kg,143333
2018-11-22,daging sapi lokal has dalam/kg,143333
2018-11-23,daging sapi lokal has dalam/kg,143333
2018-11-26,daging sapi lokal has dalam/kg,143333
2018-11-27,daging sapi lokal has dalam/kg,143333
2018-11-28,daging sapi lokal has dalam/kg,150000
2018-11-29,daging sapi lokal has dalam/kg,143333
2018-11-30,daging sapi lokal has dalam/kg,143333
2018-11-01,ayam boiler/ekor,36600
2018-11-02,ayam boiler/ekor,36400
2018-11-05,ayam boiler/ekor,36000
2018-11-06,ayam boiler/ekor,36000
2018-11-07,ayam boiler/ekor,36400
2018-11-08,ayam boiler/ekor,35500
2018-11-09,ayam boiler/ekor,36200
2018-11-12,ayam boiler/ekor,35800
2018-11-13,ayam boiler/ekor,36800
2018-11-14,ayam boiler/ekor,36000
2018-11-15,ayam boiler/ekor,36660
2018-11-16,ayam boiler/ekor,36860
2018-11-19,ayam boiler/ekor,36860
2018-11-21,ayam boiler/ekor,37060
2018-11-22,ayam boiler/ekor,35860
2018-11-23,ayam boiler/ekor,35060
2018-11-26,ayam boiler/ekor,35660
2018-11-27,ayam boiler/ekor,35660
2018-11-28,ayam boiler/ekor,36260
2018-11-29,ayam boiler/ekor,38260
2018-11-30,ayam boiler/ekor,37560
2018-11-01,ayam kampung/ekor,89575
2018-11-02,ayam kampung/ekor,89575
2018-11-05,ayam kampung/ekor,89575
2018-11-06,ayam kampung/ekor,89575
2018-11-07,ayam kampung/ekor,92700
2018-11-08,ayam kampung/ekor,92700
2018-11-09,ayam kampung/ekor,92075
2018-11-12,ayam kampung/ekor,85825
2018-11-13,ayam kampung/ekor,81675
2018-11-14,ayam kampung/ekor,81675
2018-11-15,ayam kampung/ekor,82075
2018-11-16,ayam kampung/ekor,82075
2018-11-19,ayam kampung/ekor,81450
2018-11-21,ayam kampung/ekor,81450
2018-11-22,ayam kampung/ekor,81450
2018-11-23,ayam kampung/ekor,83950
2018-11-26,ayam kampung/ekor,83950
2018-11-27,ayam kampung/ekor,83950
2018-11-28,ayam kampung/ekor,88950
2018-11-29,ayam kampung/ekor,82075
2018-11-30,ayam kampung/ekor,84575
2018-11-01,telur ayam ras/kg,21600
2018-11-02,telur ayam ras/kg,21700
2018-11-05,telur ayam ras/kg,22000
2018-11-06,telur ayam ras/kg,22000
2018-11-07,telur ayam ras/kg,22200
2018-11-08,telur ayam ras/kg,22200
2018-11-09,telur ayam ras/kg,21950
2018-11-12,telur ayam ras/kg,22000
2018-11-13,telur ayam ras/kg,23000
2018-11-14,telur ayam ras/kg,23300
2018-11-15,telur ayam ras/kg,22140
2018-11-16,telur ayam ras/kg,22640
2018-11-19,telur ayam ras/kg,22740
2018-11-21,telur ayam ras/kg,23140
2018-11-22,telur ayam ras/kg,23340
2018-11-23,telur ayam ras/kg,23340
2018-11-26,telur ayam ras/kg,23340
2018-11-27,telur ayam ras/kg,23040
2018-11-28,telur ayam ras/kg,23240
2018-11-29,telur ayam ras/kg,23340
2018-11-30,telur ayam ras/kg,23440
2018-11-01,telur ayam kampung/butir,2260
2018-11-02,telur ayam kampung/butir,2210
2018-11-05,telur ayam kampung/butir,2260
2018-11-06,telur ayam kampung/butir,2260
2018-11-07,telur ayam kampung/butir,2260
2018-11-08,telur ayam kampung/butir,2260
2018-11-09,telur ayam kampung/butir,2220
2018-11-12,telur ayam kampung/butir,2320
2018-11-13,telur ayam kampung/butir,2250
2018-11-14,telur ayam kampung/butir,2260
2018-11-15,telur ayam kampung/butir,2300
2018-11-16,telur ayam kampung/butir,2300
2018-11-19,telur ayam kampung/butir,2300
2018-11-21,telur ayam kampung/butir,2150
2018-11-22,telur ayam kampung/butir,2250
2018-11-23,telur ayam kampung/butir,2200
2018-11-26,telur ayam kampung/butir,2200
2018-11-27,telur ayam kampung/butir,2200
2018-11-28,telur ayam kampung/butir,2250
2018-11-29,telur ayam kampung/butir,2200
2018-11-30,telur ayam kampung/butir,2180
2018-11-01,susu kental manis kaleng merk bendera/buah,11700
2018-11-02,susu kental manis kaleng merk bendera/buah,11700
2018-11-05,susu kental manis kaleng merk bendera/buah,11700
2018-11-06,susu kental manis kaleng merk bendera/buah,11700
2018-11-07,susu kental manis kaleng merk bendera/buah,11700
2018-11-08,susu kental manis kaleng merk bendera/buah,11800
2018-11-09,susu kental manis kaleng merk bendera/buah,12300
2018-11-12,susu kental manis kaleng merk bendera/buah,11700
2018-11-13,susu kental manis kaleng merk bendera/buah,11460
2018-11-14,susu kental manis kaleng merk bendera/buah,11460
2018-11-15,susu kental manis kaleng merk bendera/buah,11660
2018-11-16,susu kental manis kaleng merk bendera/buah,11560
2018-11-19,susu kental manis kaleng merk bendera/buah,11660
2018-11-21,susu kental manis kaleng merk bendera/buah,11560
2018-11-22,susu kental manis kaleng merk bendera/buah,11560
2018-11-23,susu kental manis kaleng merk bendera/buah,11560
